company,product_name,download_amount,slogan,update_time,download_rankings_amount_1,download_rankings_amount_2,download_rankings_amount_3,download_rankings_amount_4,download_rankings_amount_5,download_rankings_amount_6,download_rankings_amount_7,download_rankings_amount_8,download_rankings_amount_9,download_rankings_amount_10,url
喵街,喵街,342.7万下载量,用喵街 逛银泰,APP更新：2017.12.22,"华为应用市场,5.0分,154.9万下载","豌豆荚,8.9分,86.7万下载","百度手机助手,10分,50万下载","360手机助手,7.5分,26万下载","魅族应用商店,8.6分,25.1万下载","苹果应用市场,7.0分,暂无","小米应用商店,4.0分,暂无",,,,http://www.jobui.com/company/12682819/products/67892/
上海媒科锐奇网络科技有限公司,比购返利,575.3万下载量,精选优惠券+返利,APP更新：2018.01.10,"豌豆荚,5.2分,311.8万下载","百度手机助手,8.0分,140万下载","360手机助手,9.1分,41万下载","魅族应用商店,10分,38.4万下载","OPPO软件商店,10分,20万下载","应用宝,9.8分,15万下载","华为应用市场,6.0分,9.1万下载","小米应用商店,9.0分,暂无",,,http://www.jobui.com/company/13359044/products/30867/
深圳市对酒当歌电子商务有限公司,猪猪快购,14.3万下载量,品质生活快购,APP更新：2018.01.15,"应用宝,9.6分,8.9万下载","华为应用市场,10分,3.6万下载","百度手机助手,10分,6825下载","魅族应用商店,10分,5155下载","豌豆荚,暂无,4485下载","360手机助手,7.8分,1824下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/11820375/products/53330/
,,,,,,,,,,,,,,,
上海易迅电子商务发展有限公司,QQ易迅,363万下载量,APP更新：2017.03.22,数据更新：2018.01.28,"应用宝,7.4分,363万下载",,,,,,,,,,http://www.jobui.com/company/8015176/products/43379/
,,,,,,,,,,,,,,,
上海创界文化传播有限公司,性分享,7.4万下载量,性分享是专注于两性健康的社区应用,APP更新：2016.07.12,"360手机助手,7.5分,4万下载","豌豆荚,暂无,3.3万下载","应用宝,10分,1474下载",,,,,,,,http://www.jobui.com/company/11692613/products/30403/
杭州火球科技有限公司,火球买手,183.9万下载量,达人实测精选好货,APP更新：2018.01.10,"华为应用市场,8.0分,54.8万下载","百度手机助手,9.9分,44万下载","应用宝,9.8分,30万下载","360手机助手,9.9分,21万下载","魅族应用商店,10分,21万下载","豌豆荚,9.9分,13.1万下载",,,,,http://www.jobui.com/company/12285759/products/76209/
美载（厦门）网络科技有限公司,爱拼,33.7万下载量,一人一价 ，才是特价。直接砍价，低过折扣。,APP更新：2016.05.25,"百度手机助手,2.0分,20万下载","360手机助手,7.2分,13万下载","豌豆荚,暂无,3420下载","应用宝,10分,2401下载","华为应用市场,6.0分,1250下载","魅族应用商店,暂无,300下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/12810528/products/30993/
上海轩颐网络科技有限公司,我要做网店,10.5万下载量,网店微店货源神器,APP更新：2017.04.07,"豌豆荚,10分,10.5万下载",,,,,,,,,,http://www.jobui.com/company/12238552/products/30324/
山东佰昌信息科技有限公司,汽配商城,8.2万下载量,线下交流进货,APP更新：2018.01.11,"豌豆荚,暂无,4万下载","应用宝,6.0分,2万下载","360手机助手,6.6分,1万下载","百度手机助手,暂无,9039下载","魅族应用商店,10分,2421下载","华为应用市场,6.0分,985下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/13775805/products/30526/
桦洁商贸（上海）有限公司,CharlesKeith,6.2万下载量,女性鞋子与配件,APP更新：2018.01.09,"豌豆荚,暂无,3.6万下载","应用宝,2.0分,2万下载","魅族应用商店,6.4分,6254下载",,,,,,,,http://www.jobui.com/company/11708316/products/30321/
深圳市美趣互动文化有限公司,夜欲情趣商城,41.1万下载量,两性用品特卖商城,APP更新：2018.01.05,"豌豆荚,10分,40.9万下载","应用宝,10分,958下载","魅族应用商店,暂无,803下载",,,,,,,,http://www.jobui.com/company/12215245/products/47568/
杭州千言网络科技有限公司,券客,324.1万下载量,先领优惠券再淘宝,APP更新：2017.11.24,"360手机助手,7.2分,175万下载","魅族应用商店,6.0分,148.9万下载","华为应用市场,6.0分,796下载","豌豆荚,暂无,755下载","应用宝,10分,620下载","百度手机助手,暂无,60下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/13921949/products/47717/
美团点评,美团酒店商家,259万下载量,时刻掌控您的酒店,APP更新：2018.01.10,"华为应用市场,4.0分,77.3万下载","应用宝,7.8分,77万下载","百度手机助手,4.8分,72万下载","魅族应用商店,4.6分,17.2万下载","豌豆荚,10分,15.5万下载",,,,,,http://www.jobui.com/company/13217937/products/78282/
上海我有券电子商务有限公司,我有券,35.1万下载量,发放优惠券的平台,APP更新：2018.01.02,"应用宝,9.8分,12万下载","华为应用市场,6.0分,9.6万下载","百度手机助手,暂无,9万下载","360手机助手,9.5分,3万下载","魅族应用商店,10分,9188下载","豌豆荚,暂无,5610下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/14256558/products/55120/
北京金源茂丰新技术开发有限公司,中国追溯,7.3万下载量,APP更新：2018.01.19,数据更新：2018.01.28,"华为应用市场,6.0分,5.7万下载","360手机助手,6.4分,1万下载","百度手机助手,暂无,6061下载","小米应用商店,暂无,暂无",,,,,,,http://www.jobui.com/company/10878189/products/45110/
西安比比宝网络技术有限责任公司,比比价,5.9万下载量,"比比价,省省钱",APP更新：2017.12.21,"百度手机助手,6.2分,5万下载","360手机助手,5.8分,4084下载","魅族应用商店,2.0分,3687下载","豌豆荚,暂无,921下载","应用宝,暂无,668下载",,,,,,http://www.jobui.com/company/262016/products/39561/
深圳乐来科技有限公司,乐来订货,9.2万下载量,APP更新：2017.12.23,数据更新：2018.01.28,"应用宝,10分,4.4万下载","华为应用市场,6.0分,2.1万下载","百度手机助手,暂无,1万下载","魅族应用商店,10分,6850下载","豌豆荚,暂无,6780下载","360手机助手,7.2分,2771下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/11934830/products/53909/
上海通付金融信息服务有限公司,喵卡,47.5万下载量,大学生特惠金融服务卡第一品牌,APP更新：2015.10.13,"豌豆荚,7.5分,19.9万下载","百度手机助手,8.3分,15万下载","360手机助手,8.1分,6万下载","应用宝,8.4分,4.7万下载","魅族应用商店,8.0分,1.9万下载",,,,,,http://www.jobui.com/company/11959058/products/30388/
湖南美世界美生活电子商务有限公司,美生活,10.1万下载量,"美生活,让生活更美好",APP更新：2017.12.21,"百度手机助手,10分,9万下载","豌豆荚,暂无,7125下载","应用宝,8.0分,3149下载","360手机助手,6.0分,600下载","魅族应用商店,暂无,207下载","小米应用商店,暂无,暂无",,,,,http://www.jobui.com/company/11733343/products/39699/
北京慧聪建设信息咨询有限公司,慧聪采购通,35.7万下载量,APP更新：2017.12.27,数据更新：2018.01.28,"百度手机助手,8.6分,13万下载","应用宝,8.4分,7.7万下载","豌豆荚,5.0分,7.4万下载","华为应用市场,4.0分,3.7万下载","360手机助手,6.3分,3万下载","魅族应用商店,7.8分,9302下载","小米应用商店,4.0分,暂无",,,,http://www.jobui.com/company/3803770/products/30413/
青海汉和工程管理有限公司,团财网,13万下载量,为施工方降低成本,APP更新：2017.12.21,"华为应用市场,8.0分,6.9万下载","360手机助手,7.1分,6万下载","应用宝,暂无,1237下载","豌豆荚,暂无,495下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/12873769/products/71762/
江苏汇农天下信息科技有限公司,汇农天下,9.3万下载量,全国首家园林行业综合型服务平台,APP更新：2018.01.17,"应用宝,9.2分,5万下载","360手机助手,6.8分,2万下载","华为应用市场,6.0分,9475下载","豌豆荚,暂无,6795下载","百度手机助手,暂无,5461下载","魅族应用商店,10分,1357下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/12526560/products/68077/
成都天地网信息科技有限公司,中药材天地网,16.9万下载量,APP更新：2017.12.21,数据更新：2018.01.22,"豌豆荚,暂无,11.1万下载","百度手机助手,5.0分,3万下载","华为应用市场,7.0分,1.7万下载","360手机助手,6.0分,8132下载","应用宝,暂无,1923下载","魅族应用商店,暂无,830下载",,,,,http://www.jobui.com/company/1336112/products/21529/
长沙慧吉电子商务有限公司,百雀羚商城,38.4万下载量,APP更新：2017.12.21,数据更新：2018.01.22,"360手机助手,9.8分,25万下载","应用宝,10分,10万下载","豌豆荚,4.8分,2.1万下载","百度手机助手,8.6分,1万下载","魅族应用商店,8.0分,3475下载","小米应用商店,10分,暂无",,,,,http://www.jobui.com/company/11199689/products/30374/
杭州鹏睿科技有限公司,正品折扣,361.1万下载量,APP更新：2016.05.12,数据更新：2017.09.29,"360手机助手,7.6分,213万下载","百度手机助手,9.8分,134万下载","豌豆荚,暂无,6.2万下载","华为应用市场,6.0分,4.3万下载","应用宝,8.4分,3万下载","魅族应用商店,4.0分,6453下载","小米应用商店,4.0分,暂无",,,,http://www.jobui.com/company/8014077/products/30944/
浙江爱挑趣科技有限公司,小性情,14.3万下载量,成人情趣交友,APP更新：2017.11.15,"360手机助手,9.7分,6万下载","魅族应用商店,10分,5.8万下载","豌豆荚,暂无,2.3万下载","应用宝,10分,2106下载",,,,,,,http://www.jobui.com/company/13816822/products/77837/
北京四海众信科技有限公司,疯抢,24.5万下载量,疯抢商城购物全返,APP更新：2017.12.21,"豌豆荚,暂无,9.2万下载","应用宝,8.4分,6.9万下载","华为应用市场,6.0分,3.4万下载","360手机助手,6.8分,2万下载","百度手机助手,暂无,2万下载","OPPO软件商店,4.0分,9000下载","魅族应用商店,暂无,1297下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/11304783/products/39714/
北京迪信通商贸股份有限公司,迪信通,369.8万下载量,迪信通最优惠！！,APP更新：2017.12.21,"百度手机助手,8.9分,185万下载","华为应用市场,6.0分,60.1万下载","应用宝,5.4分,57万下载","豌豆荚,10分,43.9万下载","360手机助手,6.6分,13万下载","魅族应用商店,6.0分,10.7万下载","小米应用商店,5.0分,暂无",,,,http://www.jobui.com/company/8638748/products/13325/
猫尚（武汉）科技有限公司,梧桐猫商城,12.1万下载量,乐消费就上梧桐猫,APP更新：2018.01.26,"应用宝,10分,5.9万下载","360手机助手,8.6分,3万下载","豌豆荚,暂无,2.2万下载","百度手机助手,10分,1万下载","魅族应用商店,暂无,445下载",,,,,,http://www.jobui.com/company/14203489/products/79037/
浙江十方聚电子商务有限公司,十方购,11.7万下载量,十方购，由心出发,APP更新：2018.01.26,"魅族应用商店,暂无,11万下载","应用宝,10分,6581下载","豌豆荚,暂无,701下载","百度手机助手,暂无,314下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/14115431/products/71765/
深圳去卖艺网络科技有限公司,去卖艺,7.6万下载量,APP更新：2017.12.21,数据更新：2018.01.22,"360手机助手,8.5分,3万下载","华为应用市场,6.0分,2.4万下载","魅族应用商店,暂无,2.1万下载","百度手机助手,暂无,293下载","小米应用商店,9.0分,暂无",,,,,,http://www.jobui.com/company/12941150/products/68671/
上海东方电视购物有限公司,东方购物,461.2万下载量,让你享受指尖购物全新的体验！,APP更新：2018.01.28,"百度手机助手,8.6分,147万下载","应用宝,8.2分,120万下载","豌豆荚,7.5分,89.5万下载","360手机助手,6.7分,83万下载","魅族应用商店,8.0分,21.7万下载",,,,,,http://www.jobui.com/company/8840627/products/76109/
云南翡翠王朝文化传播有限公司,翡翠王朝,52.8万下载量,买翡翠找翡翠王朝,APP更新：2018.01.16,"应用宝,9.2分,15万下载","百度手机助手,10分,12万下载","OPPO软件商店,10分,10万下载","360手机助手,6.0分,10万下载","华为应用市场,10分,5.2万下载","魅族应用商店,10分,4384下载","豌豆荚,暂无,2385下载","苹果应用市场,10分,暂无","小米应用商店,10分,暂无",,http://www.jobui.com/company/13858053/products/39604/
中财卓创智源（大连）科技有限公司,消费服务网,16.5万下载量,消费服务网·中国,APP更新：2018.01.11,"百度手机助手,10分,6万下载","华为应用市场,9.0分,3万下载","OPPO软件商店,暂无,3万下载","应用宝,10分,2.9万下载","豌豆荚,暂无,1.1万下载","魅族应用商店,暂无,4251下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/12567299/products/31333/
深圳市天宇韩程网络科技有限公司,阻击兽,123.4万下载量,你碎屏，我买单！,APP更新：2017.12.21,"百度手机助手,暂无,96万下载","华为应用市场,5.0分,26.2万下载","豌豆荚,暂无,1万下载","魅族应用商店,暂无,1663下载",,,,,,,http://www.jobui.com/company/12517582/products/76215/
上海趣致网络科技股份有限公司,趣拿,219.1万下载量,越拿越有趣,APP更新：2018.01.09,"应用宝,7.2分,69万下载","华为应用市场,8.0分,58.1万下载","百度手机助手,8.2分,42万下载","360手机助手,7.6分,22万下载","魅族应用商店,8.8分,14万下载","豌豆荚,4.6分,14万下载",,,,,http://www.jobui.com/company/14464925/products/78295/
北京酒仙团电子商务有限公司,酒仙团,35.7万下载量,团购好酒上酒仙团,APP更新：2017.12.21,"应用宝,8.8分,14万下载","百度手机助手,2.0分,10万下载","华为应用市场,4.0分,7.1万下载","360手机助手,6.0分,2万下载","魅族应用商店,暂无,1.5万下载","豌豆荚,暂无,1.1万下载",,,,,http://www.jobui.com/company/14027395/products/76175/
苏州哇喔网络科技有限公司,哇喔,12.6万下载量,APP更新：2017.12.21,数据更新：2018.01.22,"百度手机助手,9.3分,10万下载","360手机助手,9.2分,1万下载","应用宝,10分,7525下载","豌豆荚,暂无,4155下载","OPPO软件商店,暂无,2000下载","华为应用市场,6.0分,1775下载","魅族应用商店,10分,349下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/11728942/products/23134/
北京海淘时代科技有限公司,蜜淘全球购,126.2万下载量,蜜淘-韩国免税店，海淘购物明星同款韩国代购,APP更新：2015.12.04,"应用宝,9.2分,73万下载","豌豆荚,5.6分,53.2万下载","小米应用商店,6.0分,暂无",,,,,,,,http://www.jobui.com/company/12069298/products/30430/
苏州佰顺通企业管理有限公司,一元秒杀,15.5万下载量,APP更新：2017.05.23,数据更新：2018.01.29,"豌豆荚,暂无,15.5万下载",,,,,,,,,,http://www.jobui.com/company/8994208/products/76189/
云南鸿翔一心堂药业（集团）股份有限公司,一心到家,10万下载量,APP更新：2017.12.21,数据更新：2018.01.28,"百度手机助手,10分,3万下载","OPPO软件商店,4.0分,2万下载","豌豆荚,暂无,1.6万下载","应用宝,暂无,1.5万下载","360手机助手,4.5分,1万下载","魅族应用商店,2.0分,6461下载","华为应用市场,4.0分,2198下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/11723458/products/13609/
杭州酷跃科技有限公司,实惠,883.8万下载量,摇一摇免费领实惠，免费大餐神秘礼物,APP更新：2018.01.02,"百度手机助手,8.1分,264万下载","豌豆荚,6.6分,175.6万下载","360手机助手,9.5分,168万下载","华为应用市场,5.0分,123.4万下载","应用宝,8.8分,122万下载","魅族应用商店,7.4分,30.9万下载",,,,,http://www.jobui.com/company/10878894/products/76171/
苏州全维软件科技有限公司,问药商家,6.3万下载量,药店与问药用户交流互动的移动平台,APP更新：2017.12.21,"应用宝,暂无,2.6万下载","360手机助手,7.2分,2万下载","豌豆荚,暂无,1.1万下载","魅族应用商店,10分,5842下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/11656151/products/14488/
